Eixo;Problema central;Causa primária;Causa secundária;Causa terciária;Evidências nos grupos focais;Evidências nas oficinas;Indicadores;Outras evidências
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Baixa integração das equipes que compõem as Comissões de Mediação de Conflito com outras instâncias, como Grêmios e Conselho Escolar;;"SA: Capacitação das equipes para o acolhimento e mediação de conflitos que se originam de questões emocionais (ex. ansiedades que se tornam comportamentos violentos, alunos que se cortam), antes mais presentes nos anos finais mas cada vez mais presentes nos anos iniciais"".
JT: Estratégias de acolhimento do aluno, que promovem o diálogo de igual para igual";"Dimensão 5: ações disciplinares e convivência escolar - C.: programas, projetos e parcerias
MP: ""[...] Falta a articulação da gestão/direção/comissão para uma ação efetiva por conta de cada contexto referente a cada situação""
FB: ""[...] No caso, por exemplo, da mediação de conflitos há dificuldades de realização das ações porque não há um profissional (professor) com dedicação específica para realizar as mediações nas unidades, fora de seu horário de aula.""
G: [...] Há a dificuldade em articular um ambiente que possibilite essa discussão dentro da realidade escolar""
SP1: ""Há ações de proteção escolar, mas falta a integração entre as áreas para maior divulgação""";;
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Desafios de integração entre materiais, práticas pedagógicas e avaliações;Fragilidade no acompanhamento e efetivação do currículo;;;"FB:O acompanhamento da implementação, conforme consta na alternativa c, ainda é um desafio. Assim como as informações sobre o documento a serem disseminadas para todos os órgãos educacionais e administrativos da SME.
PJ: Necessita de atualização e acompanhamento; o PPP ainda não dialoga com o currículo; nem sempre o currículo é desenvolvido em formações; não há implementação efetiva; mais recursos humanos para implementar mais ações para acompanhamento; aumento do quadro de profissionais para acompanhamento
SM:O currículo passou por um período de implementação e o desafio hoje é efetivar sua consolidação. Talvez pensar em proposições práticas que orientem ações pedagógicas que já não são mais aceitáveis considerando as concepções da rede";;"Justificativas das oficinas: 
BT: O currículo da cidade é bem estruturado às diretrizes educacionais, se adapta a diferentes contextos, mas a implementação e o acompanhamento do documento na próxima diária docente e a articulação entre os envolvidos (DRE/gestão/prof./aluno) ainda encontra-se em descompasso. O PNLD são materiais muitas vezes descontextualizados do currículo, que não deveria estar disponibilizados nas UEs, pois ainda fazem parte de escolhas pelos docentes, prejudicando a implementação efetiva do currículo
SM:O currículo é bem estruturado e necessita de ampliação de ações formativas ""in loco"" através de acompanhamento na unidade escolar. É importante a ampliação das equipes de formadores e especialistas (CEFAI/NAAPA)"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Formação insuficiente e/ou inadequada das equipes;Baixa formação que oriente o uso efetivo dos recursos e materiais pedagógicos disponíveis (kits, tecnologias) de forma integrada ao Currículo da Cidade;;"IQ: Incentivo ao recebimento de Kits de materiais (como de artes e música), os materiais facilitam a conexão com a escola – sala equipada e ambientada. Os professores precisam de formação para uso dos materiais.
IP: Continuar com os kits pedagógicos, que são efetivos quando os professores são capacitados para utilizá-los
JT: Formação dos professores ser alinhado ao Currículo da Cidade/ Considerar, nas formações de professores, que a formação superior em pedagogia em muitos casos é precária, e estruturalmente diferente do Currículo da Cidade.
IQ: Para o bom uso do material pedagógico os professores precisam conhecer currículo e concepções educacionais. Precisam de formação para conhecer os materiais./Os kits precisam ser compartilhados entre todos, não é para uso apenas das disciplinas especificas, tem que ser de uso interdisciplinar. Professores de matemática podem usar materiais de artes ou educação física como ferramenta para o aprendizado
 IP: Currículo da cidade visto como uma demanda imposta que compromete espaços existentes de trocas entre professores/Alinhar materiais e avaliações ao currículo da cidade, além de necessário para o aluno traz sentido às formações";;;"
Organização Pedagógica 2025 Documento construído colaborativamente por COPED, COCEU e CODAE para apoiar o trabalho coletivo das equipes das Unidades Educacionais da Rede Municipal de Ensino de São Paulo, oferecendo subsídios para o planejamento e a elaboração do Projeto Político-Pedagógico – PPP, bem como de projetos e planos docentes."
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Desafios de integração entre materiais, práticas pedagógicas e avaliações;Baixo alinhamento entre concepções antirracistas, valorização de povos originários, diversidades e questões étnico raciais, enquanto temas transversais do currículo;;IQ: Escola precisa alinhar as concepções de educação antirracista, povos originários, diversidade, e questões étnico raciais como transversais nas suas iniciativas.;;;"IN - SME Nº4 de 2024: Reorganiza o Projeto Formação da Cidade, destinado aos docentes das Unidades Educacionais da Rede Municipal de Ensino de São Paulo, e dá outras providências.
""Art. 6º O Projeto Formação da Cidade será estruturado em três módulos trimestrais de ciclos formativos, com as seguintes temáticas:
I - Educação como Direito;
II - Educação Antirracista e não Xenofóbica;
III - Educação Especial na perspectiva da Educação Inclusiva."""
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Baixa maturidade nos programas de recuperação e recomposição das aprendizagens;Metodologias de ensino pouco atrativas dificultam a aprendizagem dos estudantes;;"G: Modificar o olhar sobre a recuperação e o aluno que precisa de recuperação, como potenciais a serem desenvolvidos. / Ações e práticas de melhoria da auto estima do aluno./ Incluir estratégias de adaptação de aprendizado na sala de aula;
SA: Elaborar projetos adequados às necessidades dos alunos: mais lúdicos, com outras linguagens, baseados em projetos, pois reproduzir o que é feito em sala de aula – e que já não funcionou para o aluno, não é efetivo.
JT: Estratégias diferenciadas para o Fund1 e Fund2, para aumentar o interesse do aluno frequentar a recuperação";;;PORTARIA SME Nº 9.235, DE 06 DE OUTUBRO DE 2025, cria o GT Aprender e Ensinar nas Adolescências, que tem como compromisso desenvolver estudos, elaborar materiais, realizar diagnóstico com base em consultas com estudantes e propor reorganizações nos ambientes escolares, rotinas pedagógicas e estrutura curricular, com vistas a qualificar o atendimento educacional dos adolescentes da rede
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Baixa maturidade nos programas de recuperação e recomposição das aprendizagens;Baixa adaptação dos programas às especificidades das escolas e dos estudantes;;"G: Modificar o olhar sobre a recuperação e o aluno que precisa de recuperação, como potenciais a serem desenvolvidos. Ações e práticas de melhoria da auto estima do aluno. Incluir estratégias de adaptação de aprendizado na sala de aula;
SA: Elaborar projetos adequados às necessidades dos alunos: mais lúdicos, com outras linguagens, baseados em projetos, pois reproduzir o que é feito em sala de aula – e que já não funcionou para o aluno, não é efetivo.
JT: Estratégias diferenciadas para o Fund1 e Fund2, para aumentar o interesse do aluno frequentar a recuperação";;"Frequência dos estudantes no PAP


% de estudantes que participam do PAP e melhoraram o desempenho:

Segundo estudo realizado pela Divisão de Avaliação sobre a trajetória escolar de estudantes do 9º ano com desempenho insatisfatório na Prova e na Provinha São Paulo (2017-2023), observou-se que, em 2023,  7.842 alunos estavam abaixo do nível básico em Língua Portuguesa e/ou Matemática. Dentre esses, 6.259 apresentaram dificuldades em Matemática, sendo que 3.076 (49,2%) não participaram de programas específicos de apoio às aprendizagens entre 2017 e 2023, enquanto 3.183 (50,8%) participaram em alguma iniciativa de apoio às aprendizagens nesse período. Em Língua Portuguesa, 3.830 estudantes estavam abaixo do básico, dos quais 2.610 (68,1%) participaram de programas de apoio, e 1.220 (31,9%) não tiveram acesso a essas ações. 
 ";
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Profissionais em quantidade insuficiente para atender às demandas das UEs;Alto número de estudantes/educandos por professor;Profissionais em quantidade insuficiente para atender às demandas das UEs;"IP: Adequação da quantidade de profissionais por módulos considerando a quantidade de alunos (TEA e demais)
IP: Considerar que há crianças com TEA ainda sem laudo, o que sobrecarrega os funcionários que ficam sem respaldo para atender a esses alunos";;"Número de alunos por turma/professor
2023: 30
2024: 29
2025: 30

Número de matrículas Ensino Fundamental e médio (ciclo intermediário e autoral)
2024: 286742
2025: 291.098

Número de alunos PCD por ciclo de ensino 
Alfabetização:
TEA: 6.446 
Def. Múltiplas: 995

Ciclo interdisciplinar
TEA: 3.376 
Def. Intelectual: 1.484

Ciclo autoral:
Def. intelectual: 2.022
TEA: 1.947
Def. Múltipla: 874

Rotatividade de professores no ciclo intermediário de jun/24 a jun/25: 47,3%

Número de matrículas de estudantes com deficiências
2023: 13.791
2024: 16.568

Rotatividade de professores no ciclo autoral de jun/24 a jun/25: 50,3%
Número de professores:
2022: 5808
2023: 10726
2024:13095

Déficit no módulo de professores do Ensino Fundamental II  e Médio: 
2022: 63,5%
2023:32,61%
2024: 16,11


Fonte: EOL/COGEP/ DIE/UPGE";
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Baixa compreensão das famílias sobre o funcionamento, as atividades, as rotinas e os projetos das escolas;;"G: ""Vulnerabilidade das famílias dificulta a participação. Ex. assinatura de matrículas, escola é “inimiga”, falta de interesse na vida escolar do aluno, estratégias de aproximação com as famílias menos expositivas e mais engajadoras, flexibilização das pautas das reuniões com pais"";
IP: ""Gestão humanizada é ouvir e mostrar a legislação, explicar e orientar como e por que as coisas são feitas. Não é permissiva.""";"Dimensão 1: Gestão do planejamento - Componente.:PME/ Dimensão 2: articulação e colaboração - Componente: participação familiar
Campanhas de valorização da educação e convivência saudável ocorrem de forma pontual, sem integração contínua ao currículo escolar; Pouca participação e integração da sociedade na revisão e avaliação do PME 
JT: ""Acreditamos ser necessário a ampliação da articulação com as escolas, valorizando as diferentes identidades culturais, visando maior engajamento e potencializando a divulgação.""
SA: [Sobre o PME] Há necessidade de sistematização e publicização para acompanhamento nas regiões.""
G: ""Melhorar a divulgação do Plano; Repensar na sistemática da organização e envolvimento da comunidade escolar; comunicação efetiva""
SP1: ""Tem incentivo à participação das famílias mas ainda tem impasses da realidade das comunidades (gestão mais democrática, entendimento de família para o objetivo da escola)""";;"CENPRE:
54% das escolas indicaram que realizam ações contínuas para mobilização da Comunidade Escolar para melhoria da frequência estudantil
"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Poucos espaços de trocas com as famílias e estudantes sobre temas transversais, como racismo, bullying, diversidade, convivência escolar;;"G: ""Vulnerabilidade das famílias dificulta a participação. Ex. assinatura de matrículas, escola é “inimiga”, falta de interesse na vida escolar do aluno, estratégias de aproximação com as famílias menos expositivas e mais engajadoras, flexibilização das pautas das reuniões com pais""; Estratégias de aproximação com as famílias menos expositivas e mais engajadoras
PE: Seria interessante criar espaços de formação para as famílias, para que entendam a atuação das escolas, e os projetos que estão sendo desenvolvidos. Outra indicação é trazer especialistas, como psicólogos para falar de bullying, (para professores e famílias)
A mediação de conflitos faz muita falta nas escolas, é necessário trabalhar também temas do cotidiano do professor, como por exemplo, lidar com alunos que as vezes são difíceis e violentos";"Dimensão 2: articulação com conselhos e comunidade - C.: participação familiar
PE: ""A secretaria promove ações para a participação da comunidade, entretanto as famílias não participam significativamente""
JT: ""Falta formação aos gestores para capacitá-los. As ações ainda são muito pontuais com poucas ações aos resultados das escutas.""
IP: ""Ampliar a escuta ativa para uma gestão mais democrática, ir além dos eventos pontuais.""";;Questionário do diagnóstico: 38,6% dos respondentes, apontaram que a melhoria da aprendizagem, perpassa pelo fortalecimento das políticas de acesso e permanência de estudantes em vulnerabilidade social
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Formação insuficiente e/ou inadequada das equipes;Formações desconectadas das demandas do território e contextos das unidades e estudantes;;"SA: Formações para professores que inclua trocas de experiências entre eles e uma devolutiva para a DRE / formadores sobre a aplicação do conteúdo da formação na prática da Unidade Escolar/ Adequar as formações (troca de experiencias, aplicação prática, falas de pares ou profissionais dos territórios) para uma compreensão da concepção da educação. 
IP: Formações com trocas e práticas";"Dimensão 4: gestão pedagógica -C.: formação continuada/ Dimensão 6: formação e capacitação -C.: estrutura formativa / Dimensão 4: gestão para melhoria -C.: fomento à troca de experiências
JT: ""Apesar da periodicidade das formações, elas poderiam ser elaboradas a partir das necessidades e realidades de cada território.""
SA: ""Fortalecer a formação contínua com base nas demandas do território (DRE) [...]""
PE: ""É necessário avançar na realidade de cada escola e perfil [sobre oferta de formações]""
SM: ""Por se tratar de uma das maiores redes, ainda existe a dificuldade de contextualizar e fundamentar as ações que envolvem toda a cidade, considerando as especificidades/identidade de cada território""
CL: ""Não há uma estrutura. Os encontros são sistemáticos, mas ainda há dificuldades de troca e disseminação entre as escolas.""
IQ: ""O grupo entende que embora se documente, compartilhe e dissemine boas práticas entre as escolas, ainda está em construção a interação regular e o intercambio contínuo das práticas e projetos interescolares.""
G: ""Falta espaço para troca (ambiente estruturado); Encontros pontuais(espaços formais e regulares de interação); Colaboração contínua e prática; espaço para boas práticas (compartilhamento/diálogos)""";;"CENPRE:
Pautas formativas devem estar mais atreladas à prática/ rotina do público-alvo.
Itaú (Aprendizagens em matemática): 76,30% e 86,42% dos respondentes tem muito interesse em um processo de formação continuada que seja em formações em serviços e oficinas prática, respectivamente"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Pouca atuação preventiva da Comissão de Mediação tratando sobre a prevenção de conflitos e justiça restaurativa para a comunidade escolar;Limitação do escopo de atuação da Comissão aos casos de conflito sem momentos de trocas entre estudantes;"PE: ""Seria fundamental ter espaços para que a comissão de mediação pudesse atuar na prevenção dos conflitos e trabalhar temas de justiça restaurativa com formação dos profissionais, alunos e familiares – institucionalizar esses momentos e criar uma periodicidade"".
Poderiam acontecer iniciativas de prevenção a conflitos, através de conversas com as crianças, para favorecer a convivência. As comissões só atuam após os ocorridos.
O calendário da Comissão de Mediação de Conflitos é muito limitado, precisa haver flexibilidade e espaços para a discussão , os temas precisam entrar no calendário, como CIPA, Conselho de escola, e outras comissões, flexibilizar as pautas";"Dimensão 5: ações disciplinares e convivência escolar
FB: ""[...] Embora haja algumas estratégias, não há protocolos claros para acolhimento, prevenção e respostas a conflitos e violências, o que pode culminar na baixa adesão a práticas restaurativas e menos punitivas por parte das escolas.""";;A Secretaria Municipal de Educação de São Paulo (SME SP) implementa a mediação de conflitos na rede municipal principalmente por meio das Comissões de Mediação de Conflitos (CMCs), que são grupos formados por integrantes da comunidade escolar — como professores, equipe de apoio, gestores, estudantes e familiares. 
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Baixo impacto das políticas para a saúde mental e emocional da equipe escolar, especialmente de professores;;"IP: ""espaços de escuta entre todos os segmentos da escola, incluindo equipe de apoio e estudantes, política pública para a saúde mental e emocional dos profissionais da educação, inclusive equipe de apoio, contratados e terceirizados (limpeza). ";"Dimensão 6: desenvolvimento pessoal e profissional - C.: cuidado e bem estar
A Secretaria inicia programas voltados ao cuidado e bem-estar, mas ainda fragmentados, sem escala ou articulação com outras políticas da rede. 
PJ: ""Apesar das iniciativas, nenhuma tem continuidade, não há ampliação e nem divulgação""
JT: ""[...] Verificamos ser necessária a ampliação da divulgação e articulação intersetoriais, em especial para o acompanhamento dos servidores de forma contínua.""";;"Questionário do diagnóstico: 44,8% indicaram a necessidade de ampliação das estratégias de promoção de melhorias no clima escolar

Estudo: Conforme a sobrecarga aumenta para os profissionais que cobrem os afastamentos, o estresse se eleva (55,3% declaram estresse acima do comum), criando ambiente propício à piora das condições de saúde do grupo, retroalimentando o ciclo de licenças. (CHON et al. 2024)"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Formação insuficiente e/ou inadequada das equipes;Baixo uso de resultados avaliativos no planejamento pedagógico;;;"Dimensão 4: Acompanhamento pedagógico sistêmico - C.: monitoramento e avaliação dos resultados educacionais; C.: sistemas de avaliação
PE:As escolas ainda não está conseguindo fazer as ligações entre o resultado da avaliação e o fazer pedagógico, sendo necessário formações, proporcionando assim, uma reflexão entre resultados da prova e planejamento do professor
G:As avaliações diagnósticas, formativas e somativas são aplicadas, além das padronizadas com planejamento prévio, mas os resultados ainda precisam ser analisadas os dados da aprendizagem precisam ser melhor estudadas para avanços das metas/aprendizagem, para um melhor planejamento das ações pontuais.
BT: As avaliações ainda não geram suporte ás unidades escolares, somente geram dados para interpretação, excluindo aspecto formativo das avaliações
BT: ""O grupo avaliou que as avaliações, suas interpretações de dados, bem como as formações sobre estas análises, de fato, ocorrem, mas os ajustes pedagógicos e a mobilização da comunidade escolar mediante estes resultado é limitado""
IP: ""Concordamos que há formações para os profissionais da educação para acompanhar e identificar as dificuldades e avançar no processo de ensino/aprendizagem. No entanto, há falta de recursos humanos dentro da sala de aula para atender as múltiplas diversidades.""";"18,71% das escolas da RME não possuem nota de Ideb em 2023 por não terem atingido o mínimo de 80% de participação

Taxa de participação no SAEB:
2019 93,22% (527)
2021: 48,66% (272)
2023: 81,29% (457)

IDEB Anos Iniciais
2019: 6
2021: 5,7
2023: 5,6

IDEB - Anos Finais
2019: 4,8
2021: 5,1
2023: 4,8

Percentual de alunos do Ens. Fundamental (ciclo intermediário e autoral) abaixo do básico em matemática na PSP :
2023:43,18%
2024:  42,87%

Percentual de alunos do Ens. Fundamental (ciclo intermediário e autoral) abaixo do básico em português na PSP:
2023:26,62%
2024:  24,47%


Fonte: EOL/DIE/COPED/INEP";"CENPRE: 
69% das escolas indicaram adequar os materiais a partir das metas e resultados das avaliações
41% das escolas indicaram que, a partir dos resultados de cada avaliação, realizam um planejamento, dão devolutivas aos professores e planejam intervenções
O estudo Professores e lacunas formativas em avaliações da aprendizagem analisou práticas avaliativas na Rede Municipal de Ensino de São Paulo por meio de pesquisa bibliográfica, observações em oito Conselhos de Classe e respostas de 1.083 professores a um questionário. Os resultados apontaram que decisões de aprovação e reprovação se baseavam  em critérios não cognitivos, como comportamento e participação. Além disso, foram identificadas fragilidades na formação docente em avaliação, com uso de instrumentos inadequados e critérios imprecisos, comprometendo o processo avaliativo. "
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Formação insuficiente e/ou inadequada das equipes;Momentos formativos limitados a professores que estão em JEIF;;IP: Estender as formações para todos os professores da disciplina, pois apenas 1 por disciplina é insuficiente. Não há horário para o professor multiplicar o conteúdo para demais professores. JEIF não atende e nem todos participam/ Formações com trocas e práticas.;"Dimensão 4: gestão pedagógica - C.: formação continuada / Dimensão 6: formação e capacitação -C.: estrutura formativa; personalização
G: ""A presença da JEIF garante um espaço de formação para todos. Seria interessante que todos os servidores participassem, fortalecendo a equipe escolar.""
G: ""A secretaria foca quase que exclusivamente no professor, é necessário repensar em todas as equipes e seus membros para que a formação atinja todos os educadores e não só os docentes""
SA: ""Percebemos defasagem na oferta de formação para o quadro de apoio.""";"Número de professores do Ensino Fundamental II e Médio (sem laudo):
2025: 14.479

Número de professores do Ensino Fundamental II e Médio (sem laudo) em JEIF:
2025: 6.720

Percentual de professores do Ensino Fundamental II e Médio (sem laudo) em JEIF:
2025: 46,41%

% de professores do Ensino Fundamental em JEIF por ano
2º ano: 53,39% (983)
5º ano: 57,32% (1013)
9º ano: 68,9% (878)

Fonte: EOL/DIE/UPGE";
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Desafios de integração entre materiais, práticas pedagógicas e avaliações;Baixa adaptação dos programas às especificidades das escolas e dos estudantes;;PE: Os alunos tem ritmos de aprendizagem diferentes, os professores respeitam as especificidades, mas as avaliações externas não consideram isso, resultando em exclusão. Especificidades da avaliação: pensar a língua de sinais, embora haja interpretação, precisa entender que a língua de sinais é diferente da língua portuguesa, hoje isso não é levado em consideração. Muitos professores reclamam que o currículo da cidade não considera alunos que possuem defasagens não consideradas pelo currículo – muitos estão com defasagens depois da pandemia – e os cadernos não possuem orientação para professores;;"Número de estudantes PCD na prova SP de português que tiveram nota:
2023: 8.699
2024: 9534

Número de estudantes PCD na prova SP de português que não tiveram nota:
2023: 5.356
2024: 5.884

Número de estudantes PCD na prova SP de matemática que tiveram nota:
2023:8.660
2024: 10.150

Número de estudantes PCD na prova SP de matemática que não tiveram nota:
2023: 5.395
2024: 5269

Número de estudantes que participaram das duas:
2023: 7378
2024: 8261

Percentual de alunos do Ens. Fundamental (ciclo intermediário e autoral) abaixo do básico em matemática:
2023:43,18%
2024:  42,87%

Percentual de alunos do Ens. Fundamental (ciclo intermediário e autoral) abaixo do básico em português:
2023:26,62%
2024:  24,47%

Número de matrículas de estudantes com TEA:
2025: 5360
Número de matrículas de estudantes com deficiência intelectual:
2025: 3.463
Número de matrículas de estudantes com deficiências múltiplas:
2025: 1.808
Total de matrículas de estudantes com deficiência no Ens. Fundamental: 
2025: 13.025
% de matrículas de estudantes com deficiência pelo total de matrículas do Ens. Fundamental: 
2025: 4,47%

Fonte: EOL/DIE/COPED

";"CENPRE: É necessário considerar a inclusão para adaptação das avaliações, em especial para estudantes com deficiência e imigrantes;"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Fragilidade na construção dos vínculos escolares e comunitários;Falta de profissionais por conta de lacuna entre contratos (estagiários, AVEs, alimentação escolar, limpeza);;SA: Extensão das equipes e tempo dos contratos de ABAEs, ATEs e estagiários, considerando a criação de vínculos com alunos e famílias que permitem o desenvolvimento do aluno;;"Quantidade/percentual de ATEs contratados

Rotatividade dos ATEs por etapa de ensino";"CENPRE:
44% das escolas indicaram ter o quadro completo de ABAE"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Formação insuficiente e/ou inadequada das equipes;Baixa oferta de formações voltadas para uso de instrumentos de trabalho que facilitem o monitoramento das infrequências pelas ABAEs;;CL: Formação para ABAEs, tanto no aspecto técnico e pedagógico como também em ferramentas. “Em Excel, de controle de tratamento de dados, são instrumentos que facilitam o trabalho;;Número de formações em ferramentas de monitoramento de frequência;"CENPRE:
ABAE tem formações semanais, o que prejudica o monitoramento/ busca ativa em um dia da semana."
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Baixa maturidade nos programas de recuperação e recomposição das aprendizagens;Barreiras de acesso e permanência nos programas;;SA: ressaltou que estudantes que as EMEBS moram longe das unidades. Disponibilizar transporte para o aluno frequentar o contraturno, pois as famílias não tem condições de levar e trazer o aluno fora do horário;;"Número de matrículas no PAP: 
EMEF, CEU EMEF, EMEFM: 37.325 (10/25)
EMEBS: 0 
Número de matrículas no PAP Colaborativo:
EMEF, CEU EMEF e EMEFM: 191.962 (10/25)
EMEBS: 5 (10/25)

Número de estudantes atendidos pelo TEG (EMEF, CEU EMEF, EMEFM):
2025: 71.821
Número de estudantes atendidos pelo NAAPA:
2024:
Ensino Fundamental:
Ciclo de alfabetização: 4.078
Interdisciplinar: 5.336
Autoral: 9.585
Ensino Médio: 112
CIEJA: 137
EJA: 313

2025: 
Ensino Fundamental:
Ciclo de alfabetização: 5.466
Interdisciplinar: 6.206
Autoral: 7.098
Ensino Médio: 120

Fonte: EOL/DIE/NAAPA";"CENPRE:
Desafio: alunos participarem no contraturno. Em muitos casos, não há apoio das famílias, principalmente em relação aos mais velhos, além do estigma do reforço"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Profissionais em quantidade insuficiente para atender às demandas das UEs;Déficit no quadro de profissionais do NAAPA;;"PJ: Para ser mais atuante, precisa ampliar o quadro
JT: Aumento do quadro, pois o volume de trabalho não é coerente com o contingente. Há um reconhecimento que é impossível prestar o nível de serviço necessário aos alunos com a equipe atual
CL: Impacto é forte, potente, poderia ser melhor se tivessem um grupo maior";;"Professor de Acompanhamento e Apoio à Inclusão (PAAI):
2024: 131
2025:144
Número de psicólogos:
2024:59
2025: 59
Número de psicopedagogos:
2024:59
2025: 59
Fonte: Perfil do servidor - EOL/DIE";Citado no grupo focal: 42 unidades por formador do CEFAI
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Baixa maturidade nos programas de recuperação e recomposição das aprendizagens;Estigmatização dos estudantes participantes de programas de recuperação e recomposição das aprendizagens;;SA: Ações e práticas de melhoria da auto estima do aluno.;;"Taxa de distorção idade série
2023: 5,7%
2024: 4,29%
2025: 3,48%

Taxa de abandono na rede:
2023: 0,85%
2024: 0,95%
2025: 0,67%

Número de matrículas no PAP: 
EMEF e CEU EMEF: 36.979 (10/25)
EMEBS: 0 
Número de matrículas no PAP Colaborativo:
EMEF e CEU EMEF: 188.712 (10/25)
EMEBS: 5 (10/25)

Fonte: EOL/INEP/ COPED";Evidência das entrevistas com trio gestor pelo CENPRE
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Profissionais em quantidade insuficiente para atender às demandas das UEs;Déficit no quadro de apoio;;"CL: Importância das ABAEs, que ajudam a escola inteira pelo conhecimento e acompanhamento de cada aluno. Readaptados que fazem papel de ABAE. Formação para ABAEs, tanto no aspecto técnico e pedagógico como também em ferramentas. “Em Excel, de controle de tratamento de dados, são instrumentos que facilitam o trabalho/Participação dos ATEs e equipe de apoio nas reuniões pedagógicas.
SA: Extensão das equipes e tempo dos contratos de ABAEs, ATEs e estagiários, considerando a criação de vínculos com alunos e famílias que permitem o desenvolvimento do aluno
";"Dimensão 4: atendimento às necessidades - C.: educação inclusiva
PE: ""A rede carece de profissionais como AVEs, ATEs, PAEES, estagiários e demais profissionais para apoiar o professor regente.""
SP2: ""Necessidade, em ampliar o número de profissionais especializados para o devido atendimento [educação inclusiva].";"Nº de ABAEs:
Nº AVEs: 
2019: 1.166  
2023: 1.728
2024: 2.872 

Nº ATEs:
2023: 8.952 
 2024: 9.542
  2025:9.374

Número de estagiários do programa Aprender sem Limites
2024: 6.405

Número de alunos PCD por ciclo de ensino (10/25) 
Alfabetização:
TEA: 6.446 
Def. Múltiplas: 995

Ciclo interdisciplinar
TEA: 3.376 
Def. Intelectual: 1.484

Ciclo autoral:
Def. intelectual: 2.022
TEA: 1.947
Def. Múltipla: 874
Fonte: EOL/DIE/COPED";"CENPRE: 
-72% das escolas indicaram ter o quadro completo de profissionais de gestão e apoio
"
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Baixa maturidade nos programas de recuperação e recomposição das aprendizagens;Falta de formação específica e condições de trabalho para os professores que atuam nos programas (tempo para planejamento das atividades e rotatividade de professores);;IQ: Precisa garantir tempo de formação para os professores, muitas vezes não sabem o que fazer. Precisam compreender as concepções de aprendizagem (recomposição e recuperação), e alinhar linguagem.;"Dimensão 4: Atendimento às Necessidades - C.: Programas de suporte à Aprendizagem
G: ""Existe programas estruturados como o PAP e a recuperação contínua, porém não há formação dos docentes eficaz.""
SP2: ""[...] Importância da intensificação de formações aos educadores para os estudantes a partir de suas especificidades""";"Números de PAP:
2023: 330
2024: 381
2025: 569 

Perfil dos servidores que atuam no PAP:
569 são efetivos
481 estão em JEIF
398 (69,95%) possuem pós graduação
Fonte: Perfil do servidor - EOL/DIE";Questionário do diagnóstico: 39,3% indicaram que melhorias relacionadas às aprendizagem, perpassa pelo fortalecimento das estratégias de apoio pedagógico e recuperação das aprendizagens
Ensino Fundamental e Médio;Alto percentual de estudantes abaixo do básico em avaliações de desempenho;Baixa maturidade nos programas de recuperação e recomposição das aprendizagens;Falta de professores para atender à demanda por PAP em todas as unidades;;JT: Disponibilizar um PAP em cada Unidade Escolar. “Termos esse combo todo, como do 2º ano, em todas as escolas”;"Dimensão 4: Atendimento às Necessidades - C.: Programas de suporte à Aprendizagem
SP1: ""Por exemplo, o PAP é um programa que ainda não ocorre em todas as escolas, por questões estruturais diversas.""";"Número de professores no PAP
2023: 330
2024: 381
2025: 569 
Fonte: EOL/DIE";"CENPRE:
54% das escolas indicaram ter profissionais designados para o PAP
48% das escolas indicaram que a quantidade de PAP é suficiente para atender os alunos com aprendizagem inadequada"
